0	0	-491.1245
1	93.9158915075	-492.5987
2	187.831783029	-493.2627
3	281.74767454	-493.7497
4	375.663566057	-495.0404
5	469.579457568	-496.1189
6	563.495349079	-496.9934
7	657.411240594	-497.6694
8	751.327132105	-497.8893
9	845.243023616	-497.7442
10	939.158915132	-497.993
11	1033.07480664	-498.6726
12	1126.99069816	-499.4573
13	1220.90658967	-500.2506
14	1314.82248118	-500.2221
15	1408.7383727	-501.7968
16	1502.65426421	-504.1803
17	1596.57015573	-506.1422
18	1690.48604724	-507.9322
19	1784.40193875	-510.1827
20	1878.31783027	-510.4265
21	1972.23372178	-512.8297
22	2066.14961329	-513.7962
23	2160.06550481	-515.2975
24	2253.98139632	-517.4967
25	2347.89728783	-518.5308
26	2441.81317935	-520.2906
27	2535.72907086	-522.0852
28	2629.64496237	-523.645
29	2723.56085388	-524.0231
30	2817.4767454	-524.0507
31	2911.39263691	-524.0037
32	3005.30852843	-525.001
33	3099.22441994	-526.8598
34	3193.14031145	-528.1905
35	3287.05620297	-529.5163
36	3380.97209448	-530.3677
37	3474.887986	-531.3851
38	3568.80387751	-532.5546
39	3662.71976902	-534.0094
40	3756.63566053	-538.2392
41	3850.55155205	-543.2947
42	3944.46744356	-551.7998
43	4038.38333508	-566.0184
44	4132.29922659	-578.3492
45	4226.2151181	-574.6675
46	4320.13100961	-567.4555
47	4414.04690113	-558.6005
48	4507.96279264	-556.4389
49	4601.87868415	-547.5395
50	4695.79457567	-545.1641
51	4789.71046718	-545.056
52	4883.62635869	-545.5409
53	4977.54225021	-545.9199
54	5071.45814172	-546.9319
55	5165.37403324	-549.1196
56	5259.28992475	-551.9185
57	5353.20581626	-553.9952
58	5447.12170778	-554.8113
59	5541.03759929	-555.3104
60	5634.9534908	-555.0617
61	5728.86938231	-554.1701
62	5822.78527383	-553.2377
63	5916.70116534	-551.2567
64	6010.61705686	-551.2975
65	6104.53294837	-552.3787
66	6198.44883988	-555.0436
67	6292.3647314	-559.8982
68	6386.28062291	-565.8561
69	6480.19651442	-571.5948
70	6574.11240594	-573.9209
71	6668.02829745	-574.8225
72	6761.94418896	-575.3854
73	6855.86008048	-574.0689
74	6949.77597199	-572.5399
75	7043.69186351	-572.3484
76	7137.60775501	-573.0871
77	7231.52364652	-574.478
78	7325.43953804	-575.8525
79	7419.35542955	-578.3721
80	7513.27132107	-581.6754
81	7607.18721258	-584.1863
82	7701.1031041	-585.1062
83	7795.01899561	-586.3747
84	7888.93488712	-585.8483
85	7982.85077864	-585.1235
86	8076.76667015	-585.1453
87	8170.68256166	-585.4129
88	8264.59845318	-587.0457
89	8358.51434469	-589.3066
90	8452.4302362	-591.6049
91	8546.34612772	-598.7724
92	8640.26201923	-603.0113
93	8734.17791074	-603.07
94	8828.09380225	-602.6667
95	8922.00969376	-603.1423
96	9015.92558528	-605.4696
97	9109.84147679	-607.8281
98	9203.75736831	-608.2133
99	9297.67325982	-609.4772
100	9391.58915134	-611.0306
101	9485.50504285	-612.2472
102	9579.42093437	-612.8622
103	9673.33682588	-613.5075
104	9767.25271739	-613.6056
105	9861.1686089	-614.5138
106	9955.08450042	-614.3187
107	10049.0003919	-613.3058
108	10142.9162834	-612.563
109	10236.832175	-612.0989
110	10330.7480665	-611.7989
111	10424.663958	-611.5067
112	10518.5798495	-611.2086
113	10612.495741	-611.1911
114	10706.4116325	-611.6338
115	10800.327524	-611.7111
116	10894.2434155	-611.5954
117	10988.1593071	-613.1126
118	11082.0751986	-616.4453
119	11175.9910901	-620.6413
120	11269.9069816	-622.2494
121	11363.8228731	-622.2601
122	11457.7387646	-622.9139
123	11551.6546561	-623.9029
124	11645.5705477	-624.9186
125	11739.4864392	-626.5194
126	11833.4023307	-627.6048
127	11927.3182222	-626.9959
128	12021.2341137	-628.4873
129	12115.1500052	-629.8464
130	12209.0658967	-632.3827
131	12302.9817883	-633.8457
132	12396.8976798	-633.3392
133	12490.8135713	-633.4571
134	12584.7294628	-633.3792
135	12678.6453543	-632.7337
136	12772.5612458	-631.1214
137	12866.4771373	-629.4168
138	12960.3930288	-627.8732
139	13054.3089204	-626.1436
140	13148.2248119	-625.0921
141	13242.1407034	-624.3683
142	13336.0565949	-623.4651
143	13429.9724864	-623.0165
144	13523.8883779	-621.5998
145	13617.8042694	-619.9883
146	13711.720161	-619.7083
147	13805.6360525	-621.4253
148	13899.551944	-623.01
149	13993.4678355	-624.4237
150	14087.383727	-625.7734
151	14181.2996185	-626.7163
152	14275.21551	-627.3746
153	14369.1314015	-628.5601
154	14463.0472931	-630.7031
155	14556.9631846	-632.3323
156	14650.8790761	-637.8116
157	14744.7949676	-642.0629
158	14838.7108591	-646.0049
159	14932.6267506	-649.4321
160	15026.5426421	-649.8388
161	15120.4585337	-653.1863
162	15214.3744252	-654.9015
163	15308.2903167	-658.0865
164	15402.2062082	-665.4477
165	15496.1220997	-672.6952
166	15590.0379912	-672.1578
167	15683.9538827	-674.4223
168	15777.8697742	-678.5189
169	15871.7856658	-682.8392
170	15965.7015573	-686.0407
171	16059.6174488	-686.4994
172	16153.5333403	-688.2275
173	16247.4492318	-691.8452
174	16341.3651233	-696.4993
175	16435.2810148	-698.5307
176	16529.1969064	-694.935
177	16623.1127979	-693.6515
178	16717.0286894	-689.1594
179	16810.9445809	-685.9107
180	16904.8604724	-687.1235
181	16998.7763639	-691.7473
182	17092.6922554	-695.4605
183	17186.6081469	-696.7746
184	17280.5240385	-699.2381
185	17374.43993	-702.1041
186	17468.3558215	-703.6564
187	17562.271713	-703.302
188	17656.1876045	-702.4282
189	17750.103496	-700.5982
190	17844.0193875	-694.1412
191	17937.9352791	-687.7505
192	18031.8511706	-684.877
193	18125.7670621	-681.664
194	18219.6829536	-681.316
195	18313.5988451	-679.1948
196	18407.5147366	-679.8817
197	18501.4306281	-680.7997
198	18595.3465196	-681.8068
199	18689.2624112	-683.6728
200	18783.1783027	-683.1694
201	18877.0941942	-686.0016
202	18971.0100857	-688.1218
203	19064.9259772	-688.8955
204	19158.8418687	-689.638
205	19252.7577602	-689.7258
206	19346.6736518	-691.0728
207	19440.5895433	-692.6531
208	19534.5054348	-693.4976
209	19628.4213263	-694.0308
210	19722.3372178	-694.322
211	19816.2531093	-694.6927
212	19910.1690008	-695.9769
213	20004.0848923	-697.4978
214	20098.0007839	-698.7389
215	20191.9166754	-700.436
216	20285.8325669	-701.7132
217	20379.7484584	-701.6734
218	20473.6643499	-700.682
219	20567.5802414	-699.46
220	20661.4961329	-699.5977
221	20755.4120245	-700.0347
222	20849.327916	-700.7882
223	20943.2438075	-701.7205
224	21037.159699	-703.2173
225	21131.0755905	-703.5183
226	21224.991482	-701.7746
227	21318.9073735	-699.8078
228	21412.8232651	-699.6298
229	21506.7391566	-699.1139
230	21600.6550481	-699.2563
231	21694.5709396	-699.6205
232	21788.4868311	-699.9679
233	21882.4027226	-699.9742
234	21976.3186141	-699.8549
235	22070.2345056	-699.6069
236	22164.1503972	-699.9147
237	22258.0662887	-699.9267
238	22351.9821802	-699.7113
239	22445.8980717	-699.7759
240	22539.8139632	-699.7814
241	22633.7298547	-699.887
242	22727.6457462	-700.0612
243	22821.5616378	-700.4143
244	22915.4775293	-700.6031
245	23009.3934208	-700.7188
246	23103.3093123	-700.5599
247	23197.2252038	-700.2194
248	23291.1410953	-699.764
249	23385.0569868	-699.2185
250	23478.9728783	-699.0732
251	23572.8887699	-699.1851
252	23666.8046614	-699.414
253	23760.7205529	-699.8393
254	23854.6364444	-700.138
255	23948.5523359	-700.2048
256	24042.4682274	-700.0576
257	24136.3841189	-699.356
258	24230.3000104	-698.5473
259	24324.215902	-698.4349
260	24418.1317935	-698.3645
261	24512.047685	-697.968
262	24605.9635765	-697.8327
263	24699.879468	-697.0451
264	24793.7953595	-696.213
265	24887.711251	-694.9267
266	24981.6271426	-693.9335
267	25075.5430341	-694.5021
268	25169.4589256	-694.7073
269	25263.3748171	-692.8423
270	25357.2907086	-689.0171
271	25451.2066001	-682.1736
272	25545.1224916	-676.6839
273	25639.0383831	-677.2459
274	25732.9542747	-672.6686
275	25826.8701662	-668.2697
276	25920.7860577	-665.7357
277	26014.7019492	-662.0951
278	26108.6178407	-662.079
279	26202.5337322	-659.5657
280	26296.4496237	-658.1034
281	26390.3655153	-656.6841
282	26484.2814068	-654.9669
283	26578.1972983	-655.2756
284	26672.1131898	-654.4484
285	26766.0290813	-651.8654
286	26859.9449728	-649.927
287	26953.8608643	-644.6611
288	27047.7767559	-636.2996
289	27141.6926474	-633.0109
290	27235.6085389	-633.1524
291	27329.5244304	-632.769
292	27423.4403219	-632.1371
293	27517.3562134	-630.8347
294	27611.2721049	-629.8508
295	27705.1879964	-628.3279
296	27799.103888	-625.3523
297	27893.0197795	-624.2888
298	27986.935671	-623.7851
299	28080.8515625	-623.5302
300	28174.767454	-624.2625
301	28268.6833455	-625.2865
302	28362.599237	-631.0093
303	28456.5151285	-631.9959
304	28550.4310201	-633.8422
305	28644.3469116	-635.9846
306	28738.2628031	-636.4462
307	28832.1786946	-637.777
308	28926.0945861	-640.6536
309	29020.0104776	-641.8593
310	29113.9263691	-640.3901
311	29207.8422607	-638.9495
312	29301.7581522	-638.1424
313	29395.6740437	-640.4079
314	29489.5899352	-644.0937
315	29583.5058267	-648.7264
316	29677.4217182	-654.1346
317	29771.3376097	-655.908
318	29865.2535012	-657.0724
319	29959.1693928	-657.7872
